legacyId	codigoBarras	nome	descricao	fabricante	precoVenda	estoque
11141		DEO COLONIA MURIEL BABY 100MLAZUL	DEO COLONIA MURIEL BABY 100MLAZUL	MURIEL COSMETICOS	16.99	3
11164		DEOCIL SL 10 MG C/ 10 CPR	10 MG C/ 10 CPR	DIFFUCAP - CHEMOBRAS	42.99	1
59073		DERMATROL A.G.E 200 ML (TROL)	200ML	BIOFARMA	12.99	0
59536		DES HERBISSIMO CR 055G BIOPROTECT HIBISCO(E)*	DES HERBISSIMO CR 055G BIOPROTECT HIBISCO(E)*	DPC DISTRIBUIDORA ATACADISTA S/A	5.69	4
58762		DES HERBISSIMO CR 055GLAVANDA	DES HERBISSIMO CR 055GLAVANDA	PERFUMARIA HIGIENE BELEZA	5.69	2
59587		DES HERBISSIMO CR 055G TALCO *	55G	MARTINS COMERCIO E SERVI OS	5.69	3
56075		DES. BIS AERO 150 ML BLUE ICE	150 ML BLUE ICE	PERFUMARIA HIGIENE BELEZA	9.49	2
56076		DES. BIS AERO 150 ML VOLCANO	150 ML VOLCANO	PERFUMARIA HIGIENE BELEZA	9.49	2
11813		DES. HERBISSIMO CR SENSITIVE55GR	DES. HERBISSIMO CR SENSITIVE55GR	PERFUMARIA HIGIENE BELEZA	5.69	3
11815		DES. HERBISSIMO CR TRADICIONAL55GR	DES. HERBISSIMO CR TRADICIONAL55GR	PERFUMARIA HIGIENE BELEZA	5.69	6
56644		DES. MONANGE AE C/ 90 GRINVISIVEL(12)	DES. MONANGE AE C/ 90 GRINVISIVEL(12)	PERFUMARIA HIGIENE BELEZA	11.79	2
56317		DES. MONANGE AERO 90 GR FLORLAVANDA(12)	DES. MONANGE AERO 90 GR FLORLAVANDA(12)	PERFUMARIA HIGIENE BELEZA	11.79	0
56320		DES. MONANGE AERO 90 GR HIDEXT OLIVA(12)	DES. MONANGE AERO 90 GR HIDEXT OLIVA(12)	PERFUMARIA HIGIENE BELEZA	11.79	0
46291		DES. P/ PES TENYS-PE 100G	ORIGINAL	PERFUMARIA HIGIENE BELEZA	11.99	3
55961		DES. REXONA AE 90 GR WOMPOWDER	DES. REXONA AE 90 GR WOMPOWDER	UNILEVER	19.90	0
55962		DES. REXONA AE 90 GR MENINVISIBLE	DES. REXONA AE 90 GR MENINVISIBLE	UNILEVER	19.90	2
11998		DES. REXONA AE ACTIVE 90G MASC	MEN ACTIVE	UNILEVER	19.90	1
12066		DES. REXONA AE V8 90G MASC	DES. REXONA AE V8 90G MASC	UNILEVER	19.90	2
56245		DES. REXONA AE150 ML MENIMPACTO	DES. REXONA AE150 ML MENIMPACTO	UNILEVER	19.90	2
56074		DES.BIS AERO 150 ML SNOW MOON	150 ML SNOW MOON	PERFUMARIA HIGIENE BELEZA	9.49	1
46044		DESCOLOR. DOURA PELOSSUNLESS	DESCOLOR. DOURA PELOSSUNLESS	PERFUMARIA HIGIENE BELEZA	5.99	10
59053		DESLORANA 0,5MG/ML XPE 60ML	60ML	LEGRAND PHARMA	16.99	1
56032		DESLORATADINA 0,5 MG/ML XPE 60ML EUROFARMA	DESLORATADINA 0,5 MG/ML XPE 60ML EUROFARMA	EUROFARMA	18.99	4
58566		DESLORATADINA 0,5MG/ML 100ML(-) EU	DESLORATADINA 0,5MG/ML 100ML(-) EU	EUROFARMA	24.99	3
58303		DESLORATADINA 0,5MG/ML XPEFRASCO PLAS 100ML EMS	DESLORATADINA 0,5MG/ML XPEFRASCO PLAS 100ML EMS	EMS	34.99	2
59259		DESLORATADINA 5MG 1 BLT X 10COMP REV (G GER)	DESLORATADINA 5MG 1 BLT X 10COMP REV (G GER)	GERMED	16.99	2
59588		DESODORANTE CREMEHERBISSIMO KIDS 1X55GR	DESODORANTE CREMEHERBISSIMO KIDS 1X55GR	MARTINS COMERCIO E SERVI OS	5.99	3
57785		DESOGESTREL 0,075MG/COM X 1BL (28 COM)	DESOGESTREL 0,075MG/COM X 1BL (28 COM)	UNIAO QUIMICA	18.99	0
57101		DESOGESTREL 75MG 28CPR(EUROFARMA)	DESOGESTREL 75MG 28CPR(EUROFARMA)	EUROFARMA	17.99	1
57842		DESOGESTREL+ETIN 150+20MCG21CPR BIOS	DESOGESTREL+ETIN 150+20MCG21CPR BIOS	BIOSINTETICA	19.99	0
58967		DESUPRE D3 2.000UI/GOTA 20ML	DESUPRE 2000	ARTE NATIVA	16.99	1
58343		DEXALGEN NF SOL INJ 2ML+1ML	IM	EUROFARMA	54.99	1
59706		DEXAMETASONA 0,1MG 10G VTM	10G	VITAMED	9.99	6
12273		DEXAMETASONA 4 MG C/10 CPRLEGRAND GEN	DEXAMETASONA 4 MG C/10 CPRLEGRAND GEN	LEGRAND PHARMA	12.99	5
12272		DEXAMETASONA 4,0MG C/10 CPRGENE EMS	DEXAMETASONA 4,0MG C/10 CPRGENE EMS	EMS	11.99	2
12280		DEXAMETASONA ELIXIR C/ 120 MLGENE EMS	DEXAMETASONA ELIXIR C/ 120 MLGENE EMS	EMS	16.99	1
41905		DEXCLORF+BETAMETASONA XPEC/ 120 ML TEU	DEXCLORF+BETAMETASONA XPEC/ 120 ML TEU	TEUTO	14.99	2
12298		DEXCLORF. MALEATO+BETAMET120 ML EMS GEN	DEXCLORF. MALEATO+BETAMET120 ML EMS GEN	EMS	15.99	0
54572		DEXCLORFENIRAMINA XPE C/ 120ML	DEXCLORFENIRAMINA XPE C/ 120ML	GEOLAB	15.99	1
57266		DIAD 1,5 MG COMP 1 BL X 1	1CP	CIMED	12.99	16
50368		DIAZEPAM 10 MG C/ 30 CPR (B1)	10 MG C/ 30 CPR (B1)	LEGRAND PHARMA	13.99	4
59989		DICL SODICO 50MG C/20 CP (+)GEOLAB	DICL SODICO 50MG C/20 CP (+)GEOLAB	GEOLAB	6.99	4
12391		DICLOF DIETILAMONIO AERO	11,6 FR 60G	LEGRAND PHARMA	24.99	2
12400		DICLOF DIETILAMONIO GEL C/ 60GR	DICLOF DIETILAMONIO GEL C/ 60GR	NEO QUIMICA	12.99	2
48292		DICLOF. RESINATO 15 MG C/ 20 ML	15 MG/ML SUS OR FR GOT X 20ML	CIMED	13.99	1
57479		DIENOGESTE 2MG 30 CPR(GERMED)	DIENOGESTE 2MG 30 CPR(GERMED)	GERMED	34.99	0
41588		DIGEVITA 4 MG C/ 20 ML	4 MG C/ 20 ML	NATIVITA	15.99	3
12499		DIGOXINA 0,25MG C/ 30 CPR	0,25MG C/ 30 CPR	TEUTO	14.99	2
12498		DIGOXINA 0,25MG C/20 CPR	0,25MG C/20 CPR	PHARLAB	12.99	2
58161		DIGOXINA 0,25MG COMP C/20 GEN(TEUTO)	DIGOXINA 0,25MG COMP C/20 GEN(TEUTO)	TEUTO	8.99	1
12514		DILTIAZEM CLORID. 30 MG C/ 50CPR EMS	DILTIAZEM CLORID. 30 MG C/ 50CPR EMS	EMS	24.99	1
39782		DIMENIDRIN 25+5 MG FR GTS C/ 20ML	DIMENIDRIN 25+5 MG FR GTS C/ 20ML	VITAPAN	11.99	1
12606		DIPIMED 500 MG/ML 20 MLMEDQU-MICA	DIPIMED 500 MG/ML 20 MLMEDQU-MICA	MEDQUIMICA	5.99	7
40613		DIPIRONA 500 MG C/ 10 CPR(CARTC/10) GEN LEGRAND	DIPIRONA 500 MG C/ 10 CPR(CARTC/10) GEN LEGRAND	LEGRAND PHARMA	4.00	0
60000		DIPIRONA 500MG/ML GTS 20ML GNEO	DIPIRONA 500MG/ML GTS 20ML GNEO	NEO QUIMICA	5.99	1
59556		DIPIRONA MONOIDRATADA 1G10CPR VITAMEDIC	DIPIRONA MONOIDRATADA 1G10CPR VITAMEDIC	VITAMED	8.49	14
59303		DIPIRONA MONOIDRATADA500MG/20ML NATULAB	DIPIRONA MONOIDRATADA500MG/20ML NATULAB	NATULAB	6.99	2
12630		DIPIRONA SODICA 500 MG 1X10 CPREMS	DIPIRONA SODICA 500 MG 1X10 CPREMS	EMS	4.00	50
12636		DIPIRONA XPE 50 MG C/ 100 ML	50 MG C/ 100 ML	LEGRAND PHARMA	14.99	6
60041		DISPOSITIVO P/LAVAGEM NASAL DE 240ML.ADV240ML		ADV FARMA	23.69	0
12726		DOMPERIDONA 10 MG C/ 30 CPREMS	DOMPERIDONA 10 MG C/ 30 CPREMS	EMS	10.99	5
42359		DOMPERIDONA G. LEG 10 MG C/ 60CPR	DOMPERIDONA G. LEG 10 MG C/ 60CPR	LEGRAND PHARMA	16.99	3
48043		DONEPEZILA (C1) 10 MG C/ 30 CPR (C1)	10 MG C/ 30 CPR	SANDOZ - HEXAL	59.99	1
59147		DONEPEZILA (G) 10MG 30CP (BIOL)(C1) (BIOLA) (C1)	DONEPEZILA (G) 10MG 30CP (BIOL)(C1) (BIOLA) (C1)	BIOLAB SANUS	59.99	1
59173		DONEPEZILA (G) 5MG 30CP (NEO)(C1) (NOVA ) (C1)	DONEPEZILA (G) 5MG 30CP (NEO)(C1) (NOVA ) (C1)	NOVA QUIMICA	54.99	4
59512		DORALEX 1G 10CPR VITAMEDIC	10COMP	VITAMED	8.50	0
59104		DORALGINA 300MG+30GC/10BLX10CP (NQO)	DORALGINA 300MG+30GC/10BLX10CP (NQO)	NEO QUIMICA	9.99	17
59039		DORALGINA C/25BLX4CP (NQO)	DORALGINA 4CP	NEO QUIMICA	4.99	0
12746		DORFLEX C/ 10 CPR	CX C/ 10 ENV. C/ 10 CPR	SANOFI-AVENTIS	8.72	30
12775		DORILEN C/ 12 CPR	C/ 12 CPR	LEGRAND PHARMA	20.99	2
12780		DORMEC INF 100 MG C/ 10 CPR	100 MG C/ 10 CPR	IMEC - MELCOM	2.00	28
59934		DORTRI ACTIVE SPRAY 100ML-PHS	DORTRI SPRAY	PHARLAB	45.99	1
57257		DORTRIRELAX ( DIP+ORFE+CAF) 10CP	DORTRIRELAX ( DIP+ORFE+CAF) 10CP	PHARMASCIENCE	4.99	29
41868		DORZOLAMIDACLORID.+HCL+TIMOLOL 5 ML	DORZOLAMIDACLORID.+HCL+TIMOLOL 5 ML	TEUTO	36.99	3
12805		DOXAZOSINA MESILATO 2 MG C/ 30CPR EMS	DOXAZOSINA MESILATO 2 MG C/ 30CPR EMS	EMS	14.99	3
59909		DOZEMAST 1000MCG C 60 COMPSUBL	DOZEMAST 1000MCG C 60 COMPSUBL	MARJAN	173.99	1
59838		DPREV 4000UI 30CPS SN	30COMP	SANTA CRUZ DISTRIBUIDORA	57.06	1
57088		DRAMIN B6 30CPR HYP	30CP	TAKEDA - NYCOMED ALTANA	26.16	2
56990		DRAMIN CAPSGEL 25MG C 10 CAPS	25MG	TAKEDA - NYCOMED ALTANA	23.99	1
57262		DRAMIN CAPSGEL 50MG C 10 CAPS	10CAPS	MANTECORP - FARMASA	24.63	0
57057		DRENOGRIP	50mg+30mg+2mg x 120cpr rev	BELFAR	5.00	13
59823		DROPROPIZINA INF 1,5MG/ML XPE120ML	DROPROPIZINA INF 1,5MG/ML XPE120ML	BIOSINTETICA	17.99	2
56938		DROPS HALLS 10UNI MORANGO	10 PASTILHAS	NESTLE	2.50	16
57277		DROPS HALLS CEREJA 28G	28G	PERFUMARIA HIGIENE BELEZA	2.50	0
56424		DROPS HALLS MENTOL 1 UNDNOVO	DROPS HALLS MENTOL 1 UNDNOVO	DIVERSOS	2.50	12
56167		DROPS HALLS NOVO EX FORTE 28GR UND	DROPS HALLS NOVO EX FORTE 28GR UND	DIVERSOS	2.50	25
56169		DROPS HALLS NOVO MENTA 28 GRUND	DROPS HALLS NOVO MENTA 28 GRUND	DIVERSOS	2.50	13
12869		DROSPIRE+ETINILESTRAD 3MG+0,03 MG C/ 21 CPR	DROSPIRE+ETINILESTRAD 3MG+0,03 MG C/ 21 CPR	LEGRAND PHARMA	21.99	0
59557		DROSPIRENONA+ETIN 3+0,02MG24CPR EURF SN	DROSPIRENONA+ETIN 3+0,02MG24CPR EURF SN	EUROFARMA	24.99	2
58806		DROSPIRENONA+ETINIL3MG+0,02MG 24CPR LEGR	DROSPIRENONA+ETINIL3MG+0,02MG 24CPR LEGR	LEGRAND PHARMA	25.99	0
12908		DUOFLAM 6,43+2,63 1 ML CRISTALIA	CRISTALIA	CRISTALIA	34.20	1
58756		DUOM 5 MAGNESIOS 60CAPS(DUOM)	DUOM 5 MAGNESIOS 60CAPS(DUOM)	DAIICHI SANKYO	33.99	2
59738		DUZOR 500MG 50X10CPR(DIPIRONA)	DUZOR 500MG 50X10CPR(DIPIRONA)	PRATI DONADUZZI	4.00	2
59807		ELIXIR INHAME 240ML SANTA RAIZ	240ML	EXPRESS DIST. DE MEDICAMENTOS LTDA	17.69	1
59935		ELIXIR INHAME 240ML SANTA RAIZ	ELIXIR INHAME	EXPRESS DIST. DE MEDICAMENTOS LTDA	19.99	2
35113		ELIXIR PAREGORICO 30 MLCATARINENSE NEG.	ELIXIR PAREGORICO 30 MLCATARINENSE NEG.	CATARINENSE	22.99	1
59754		ENALAPRIL (G) 10MG 30CPR (VITAM)	30COMP	VITAMED	5.99	4
59862		ENALAPRIL 20MG 30 CPR GNVITAMEDIC	ENALAPRIL 20MG 30 CPR GNVITAMEDIC	VITAMED	9.99	5
44778		ENALAPRIL MALEATO 10 MG C/ 30CP NOVA QUIMICA	ENALAPRIL MALEATO 10 MG C/ 30CP NOVA QUIMICA	NOVA QUIMICA	5.99	0
13645		ENALAPRIL MALEATO 10 MG C/ 30CPR GERMED	ENALAPRIL MALEATO 10 MG C/ 30CPR GERMED	GERMED	5.99	0
13654		ENALAPRIL MALEATO 20 MG C/ 30CPR GERMED	ENALAPRIL MALEATO 20 MG C/ 30CPR GERMED	GERMED	9.99	2
13662		ENALAPRIL MALEATO 5 MG C/ 30CPR GERMED	ENALAPRIL MALEATO 5 MG C/ 30CPR GERMED	GERMED	7.99	0
59458		ENERGRIP C 1G 10 CPR EFERV-VTS	1G 10COMP EFERV	VITAMED	7.99	10
59821		ENERGRIP C+ZINCO 10 CPREFERV-VTS	ENERGRIP C+ZINCO 10 CPREFERV-VTS	VITAMED	9.99	5
13746		ENGOV 1X6CPR	6 CP	COSMED	11.70	3
59264		ENX BUC CEPACOL MENTL500P350ML	ENX BUC CEPACOL MENTL500P350ML	MARTINS COMERCIO E SERVI OS	16.49	1
59785		ENX.BUCAL CLOSE UP ICEC/ALCOOL 500ML	ENX.BUCAL CLOSE UP ICEC/ALCOOL 500ML	MARTINS COMERCIO E SERVI OS	16.99	1
13788		ENXAK C/ 12 (ERGOTAMINA) CAZI	12 CPR.	CAZI	20.99	0
60024		EPOCLER 100MG+20MG 30CPR REV	30COMP	SANTA CRUZ DISTRIBUIDORA	14.99	1
57106		EQUILIBRISSE 420MG 10CPR NEO	10CP	NEO QUIMICA	17.99	4
59782		ESC DENT COLGATE COLORS2UN(E)*	ESC DENT COLGATE COLORS2UN(E)*	COLGATE - PALMOLIVE	17.99	2
56668		ESC DENT CONDOR JR BARBIE	L2P1	CONDOR	16.79	0
56669		ESC DENT CONDOR JR HOTWHEELS	ESC DENT CONDOR JR HOTWHEELS	CONDOR	14.49	2
13045		ESC. DENT. BITUFO LIGHT TOTAL(1062)	ESC. DENT. BITUFO LIGHT TOTAL(1062)	PERFUMARIA HIGIENE BELEZA	5.99	0
55096	27891100000000	ESC. DENT. CONDOR TRIP	1 UNID	CONDOR	4.49	14
59583		ESC.ENLACE CLASSIC AD.MAC.	CLASSIC MACIA	MARTINS COMERCIO E SERVI OS	4.99	16
58321		ESCITALOPRAM 10MG C/30 CP*(C1)(GERME) (C1)	ESCITALOPRAM 10MG C/30 CP*(C1)(GERME) (C1)	GERMED	19.99	0
58386		ESCITALOPRAM*C1 20MG/ML 15MLGEO	ESCITALOPRAM*C1 20MG/ML 15MLGEO	GEOLAB	34.99	4
57416		ESCOVA MASSAGEADORA CLEAN R7280-01-RS	ESCOVA MASSAGEADORA CLEAN R7280-01-RS	LOLLY BABY	11.79	1
58830		ESOMEPRAZOL 40MG 28CP [G]Lote(s): 2N2939 - 9/10/2	ESOMEPRAZOL 40MG 28CP [G]Lote(s): 2N2939 - 9/10/2	LEGRAND PHARMA	92.99	1
59702		ESOMEPRAZOL MAG 20MG 28CPRREV GEN	ESOMEPRAZOL MAG 20MG 28CPRREV GEN	LEGRAND PHARMA	59.99	1
59978		ESPACADOR ADULTO - 3B	ESPACADOR	PBMED DISTRIBUIDORA LTDA	39.99	1
15050		ESPAR. MISSNER 1.2X4.5M	MISSNER	DIVERSOS	5.99	0
15051		ESPAR. MISSNER 10X4.5	MISSNER	DIVERSOS	19.99	4
15053		ESPAR. MISSNER 2,5 X 90CM	MISSNER	DIVERSOS	4.99	4
15054		ESPAR. MISSNER 5X4.5	MISSNER	PERFUMARIA HIGIENE BELEZA	11.99	6
15055		ESPAR. MISSNER MICROP 10X4.5MBEGE	ESPAR. MISSNER MICROP 10X4.5MBEGE	DIVERSOS	20.99	3
59014		ESPARADRAPO 10 CM X 4,5 MTBEGE	ESPARADRAPO 10 CM X 4,5 MTBEGE	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	20.99	2
15067		ESPASMO FLATOL 20 ML	GOTAS FR C/ 20 ML	LEGRAND PHARMA	22.99	1
58257		ESPASMOPAN COMPOST10MG+250MG COM REVX20	ESPASMOPAN COMPOST10MG+250MG COM REVX20	UNIAO QUIMICA	13.99	2
58339		ESPASMOPAN COMPOSTO SOLORAL X 10ML	ESPASMOPAN COMPOSTO SOLORAL X 10ML	UNIAO QUIMICA	13.99	4
15118		ESPIRONOLACTONA 100 MG C/ 30CPR EMS	ESPIRONOLACTONA 100 MG C/ 30CPR EMS	EMS	54.03	1
59887		ESTOMADEZ GUARANA DP POEFEV 50ENV 12CT	ESTOMADEZ GUARANA DP POEFEV 50ENV 12CT	AIRELA	2.00	33
59633		ESTOMADEZ LARANJA DP PO EFEV50ENV 12CT	ESTOMADEZ LARANJA DP PO EFEV50ENV 12CT	AIRELA	1.99	32
57067		ETODOLACO	400 mg x 10 cpr rev	GERMED	19.99	2
57442		EXPECTOFLUI XPE C/120 ML(NATUL)	EXPECTOFLUI XPE C/120 ML(NATUL)	NATULAB	19.99	2
57581		EXTRATO DE PROPOLIS AQUOSO20ML S/ALCOOL	EXTRATO DE PROPOLIS AQUOSO20ML S/ALCOOL	ARTE NATIVA	24.99	2
59634		EXTRATO DE PROPOLIS VERDE30% GOTAS	EXTRATO DE PROPOLIS VERDE30% GOTAS	SOBRAL	19.99	0
56537		EZETIMIBA 10 MG C/ 30 CPR	10 MG C/ 30 CPR REV	ALTHAIA	32.99	3
57920		EZETIMIBA+SINVASTATINA	10+20 mg 2 bl x 15 comp	GERMED	65.99	2
57340		FARMAX PROT SOLAR LABIALSUNLESS FPS30 15ML M3 - F	FARMAX PROT SOLAR LABIALSUNLESS FPS30 15ML M3 - F	FARMAX	24.99	1
57012		FENAREN	10mg/h gel top bg x 60g	UNIAO QUIMICA	13.49	5
58807		FENDIZOATO DE CLOPERASTINA3,54MG 120ML XPE (G EMS	FENDIZOATO DE CLOPERASTINA3,54MG 120ML XPE (G EMS	EMS	24.45	1
864		FENOBARBITAL 100 MG C/ 30 CPR(C1)	FENOBARBITAL 100 MG C/ 30 CPR(C1)	UNIAO QUIMICA	13.48	0
865		FENOBARBITAL GTS 40 MG/ML 20ML (C1)	FENOBARBITAL GTS 40 MG/ML 20ML (C1)	UNIAO QUIMICA	9.21	1
55992		FENTICONAZOL NITRATO CR 40 GR	0,02g/g crm vag bg x 40g + 7aplic	EUROFARMA	39.99	2
42148		FERID PDA C/ 10 GR	5+250UI PDA C/ 10 GR	UNIAO QUIMICA	8.49	2
57205		FERRIPOLIMALTOSE 100MG 30CPRMAST (BIOLAB)	FERRIPOLIMALTOSE 100MG 30CPRMAST (BIOLAB)	BIOLAB SANUS	47.99	1
58073		FERRIPOLIMALTOSE 50MG/ML GTS30ML (SULFATO FERROSO	FERRIPOLIMALTOSE 50MG/ML GTS30ML (SULFATO FERROSO	BIOLAB SANUS	34.99	2
58265		FEXOFENADINA 180MG 10CPR GMD	10CP	GERMED	23.99	0
58252		FEXOFENADINA CLOR 120MG10CPR REV *(1,2)	FEXOFENADINA CLOR 120MG10CPR REV *(1,2)	NEO QUIMICA	24.99	10
56969		FEXX 180MG COMP REV 1 BL X 10	10CP	CIMED	24.99	1
59579		FINASTERIDA 1MG C/30	30COMP	CIMED	18.99	2
15997		FINASTERIDA 5 MG C/ 30 CPRLEGRAND	FINASTERIDA 5 MG C/ 30 CPRLEGRAND	LEGRAND PHARMA	34.99	1
58381		FIO DENT.ENLACE E.FINO 100M	100M	ELI LILLY	8.90	8
59660		FIO DENTAL ENLACE MENTA 100M	100M	MARTINS COMERCIO E SERVI OS	8.49	4
59350		FIO DENTAL KESS 11M 1997	11M	CAA NORTE LTDA	4.99	1
16174		FITA MICROPORE MISSNER 1,2CM X4,5M	FITA MICROPORE MISSNER 1,2CM X4,5M	PERFUMARIA HIGIENE BELEZA	4.99	6
16176		FITA MICROPORE MISSNER 2,5CM X4,5M	FITA MICROPORE MISSNER 2,5CM X4,5M	DIVERSOS	6.99	6
16179		FITA MICROPORE MISSNER 5CM X4,5M	FITA MICROPORE MISSNER 5CM X4,5M	PERFUMARIA HIGIENE BELEZA	9.99	0
16180		FITA MICROPORE MISSNER 5CM X4,5M BEGE	FITA MICROPORE MISSNER 5CM X4,5M BEGE	DIVERSOS	11.99	5
16181		FITA MICROPORE MISSSER 2,5CM X90CM	FITA MICROPORE MISSSER 2,5CM X90CM	PERFUMARIA HIGIENE BELEZA	4.99	7
58446		FITOBILOBA 120MG C/ 30 COMP REV(GEOLAB)	FITOBILOBA 120MG C/ 30 COMP REV(GEOLAB)	GEOLAB	39.99	1
59675		FITOBILOBA 80 MG C/ 30 CP REV (-)GEO	FITOBILOBA 80 MG C/ 30 CP REV (-)GEO	GEOLAB	29.99	1
57637		FLANCOX 600MG C 14 COMP	14CP	APSEN	66.62	1
40500		FLAVONID 450 MG / 50 MG C/ 60 CPR	450/50 MG C/ 60 CPR	NEO QUIMICA	74.99	1
59182		FLEXENEMA 220MG/ML 130ML AIR	130ML	AIRELA	24.99	1
16304		FLOMICIN 100 MG C/ 12 CPS	FLOMICIN 100 MG C/ 12 CPR	NEO QUIMICA	23.99	3
35051		FLOMICIN 200 MG C/ 4 ENV	FLOMICIM C/ 4 ENV	NEO QUIMICA	18.99	3
58816		FLORASTOR 1 BI X12 CAP DURA(AL)	FLORASTOR 1 BI X12 CAP DURA(AL)	UNIAO QUIMICA	25.99	8
57774		FLUCONAZOL	150 mg cap gel dura ct bl al plas	VITAMED	6.99	7
39229		FLUCONAZOL 150 MG C/ 2 CPS	150 MG C/ 2 CPS	CIMED	6.99	3
60040		FLUCONAZOL 150MG 1CPS VTM1CAPS		VITAMED	3.99	0
38190		FLUCOVIL 150 MG C/ 1 CPS	150 MG C/ 2 CPS	MEDQUIMICA	10.00	2
57041		FLUIDO MATIZADOR (VIOLETAGENCIANA) 30ML FARMAX	FLUIDO MATIZADOR (VIOLETAGENCIANA) 30ML FARMAX	FARMAX	7.49	2
58461		FLUOXETINA 20MG 30CAP C1(GM2-G) GERM	FLUOXETINA 20MG 30CAP C1(GM2-G) GERM	GERMED	19.99	2
896		FLUOXETINA CLORID. 20 MG C/ 30CPS (C1) GERMED	FLUOXETINA CLORID. 20 MG C/ 30CPS (C1) GERMED	GERMED	19.99	0
897		FLUOXETINA CLORID. 20 MG C/ 30CPS (C1) LEGRAND	FLUOXETINA CLORID. 20 MG C/ 30CPS (C1) LEGRAND	LEGRAND PHARMA	19.99	6
16425		FLYARE XPE 100 ML + COPOMEDIDA	FLYARE XPE 100 ML + COPOMEDIDA	DIVERSOS	14.99	1
49405		FOLIFOLIN 5 MG C/ 30 CPR	5 MG C/ 30 CPR	EMS	15.99	2
58623		FONT D 7.000 UI COM REV X 30	FONT D 30CP	UNIAO QUIMICA	29.99	1
34716		FONT D GTS FR 10 ML	GTS FR C/ 10 ML	UNIAO QUIMICA	19.99	3
57604		FOSF PREDNISOLONA 3MG MLX120ML+ SER DOS	FOSF PREDNISOLONA 3MG MLX120ML+ SER DOS	UNIAO QUIMICA	26.99	2
56999		FOSFATO SODICO DEPREDNISOLONA	FOSFATO SODICO DEPREDNISOLONA	VITAMED	29.99	1
58156		FOSFOMICINA TROMETAMOL CX C/1ENV (PHARM)	FOSFOMICINA TROMETAMOL CX C/1ENV (PHARM)	PHARMASCIENCE	57.99	0
50218		FR BUMMIS MAGICS TAM M	50 UNID	PERFUMARIA HIGIENE BELEZA	44.99	2
58683		FRALDA BUMMIS BABY MEGA P 56	56 UNID	PERFUMARIA HIGIENE BELEZA	44.99	4
59407		FRALDA CALCA POOKY BABYJUMBO M34	FRALDA CALCA POOKY BABYJUMBO M34	PBMED DISTRIBUIDORA LTDA	39.99	2
59843		FRALDA ENLACE BABY SHORTINHOHIPER G C/60 UNI	FRALDA ENLACE BABY SHORTINHOHIPER G C/60 UNI	MARTINS COMERCIO E SERVI OS	74.99	2
59316		FRALDA HIPOPO HIPER M 70UNDFD4PC	FRALDA HIPOPO HIPER M 70UNDFD4PC	PBMED DISTRIBUIDORA LTDA	54.99	3
59179		FRD BABYSEC GALINHA PINT MEGAG 32UN	FRD BABYSEC GALINHA PINT MEGAG 32UN	BRASIL DISTRIBUIDORA	39.99	1
59178		FRD BABYSEC GALINHA PINT MEGAM 38UN	FRD BABYSEC GALINHA PINT MEGAM 38UN	BRASIL DISTRIBUIDORA	39.99	2
57036		FRD.AD.BIGFR.R.I.MOV.P/M 7	7 UNID	PERFUMARIA HIGIENE BELEZA	25.99	7
60060		FRD.CREMER M.CARE EC.G 8X30TAM G 30 UNID		CREMER	27.99	0
60062		FRD.CREMER M.CARE EC.P 8X36TAM P 36 UNID		CREMER	27.99	0
59763		FRD.ENLACE B.SH.SU.CO	TAM G 30 UNID	MARTINS COMERCIO E SERVI OS	42.99	6
59764		FRD.ENLACE B.SH.SU.CO.M	TAM M 34 UNID	MARTINS COMERCIO E SERVI OS	42.99	5
59765		FRD.ENLACE B.SH.SU.CO.XG	TAM XG 26UNID	MARTINS COMERCIO E SERVI OS	41.99	8
59974		FRD.ENLACE B.SH.SU.CO.XXG 6X22	FRALDAS ENLACE XXG ROUPINHA	MARTINS COMERCIO E SERVI OS	42.99	6
59767		FRD.ENLACE B.SUP.CONF.G	TAM G 30 UNID	MARTINS COMERCIO E SERVI OS	31.99	6
59975		FRD.ENLACE B.SUP.CONF.G 8X30	FRALDAS ENLACE G	MARTINS COMERCIO E SERVI OS	31.99	8
59768		FRD.ENLACE B.SUP.CONF.M	TAM M 34 UNID	MARTINS COMERCIO E SERVI OS	29.99	6
59769		FRD.ENLACE B.SUP.CONF.P	TAM P 38 UNID	MARTINS COMERCIO E SERVI OS	32.00	5
59770		FRD.ENLACE B.SUP.CONF.XG	TAM XG 24 UNID	MARTINS COMERCIO E SERVI OS	29.99	1
59771		FRD.ENLACE B.SUP.CONF.XXG	TAM XXG 20 UNID	MARTINS COMERCIO E SERVI OS	29.99	4
58306		FRD.T.MONICA MEGA G 44	44 UNID	KIMBERLY-CLARK	44.99	3
42530		FRENOTOSSE	XPE FR 120 ML SAB MEL	CIMED	20.99	1
58657	7908240000000	FRONTAL 0,25MG 30CPR B1	FRONTAL 0,25MG	ETICA DISTRIBUIDORA	34.99	1
57864		FRUTAXX ABACAXI SACHE	FRUTAXX ABACAXI SACHE	UNIAO QUIMICA	2.00	35
57209		FUROATO MOMETASONA SPRAY0,5MG/G 60AT (EUROFARMA)	FUROATO MOMETASONA SPRAY0,5MG/G 60AT (EUROFARMA)	EUROFARMA	32.99	1
59337		FUROSEMIDA 40 MG C 30 COMP -GEN	FUROSEMIDA 40 MG C 30 COMP -GEN	TEUTO	8.99	0
